Trial 0, Params: {'learning_rate': 0.001139778634059735, 'depth': 6, 'colsample_bylevel': 0.27859587653777873, 'min_data_in_leaf': 92, 'l2_leaf_reg': 1.960072468996326, 'grow_policy': 'Depthwise'}, Value: 0.2120176037740107
Trial 97, Params: {'learning_rate': 0.07023168038765756, 'depth': 10, 'colsample_bylevel': 0.5821068889372758, 'min_data_in_leaf': 76, 'l2_leaf_reg': 10.082739135374531, 'grow_policy': 'Depthwise'}, Value: 0.6572592088426352
Trial 98, Params: {'learning_rate': 0.09990338151034887, 'depth': 9, 'colsample_bylevel': 0.5245066685328288, 'min_data_in_leaf': 57, 'l2_leaf_reg': 4.692733809892457, 'grow_policy': 'Depthwise'}, Value: 0.7020861679014418
Trial 99, Params: {'learning_rate': 0.0012107757743142556, 'depth': 9, 'colsample_bylevel': 0.7199373907907619, 'min_data_in_leaf': 57, 'l2_leaf_reg': 5.2293121133002884, 'grow_policy': 'Depthwise'}, Value: 0.08748430529065862
Trial 0, Params: {'learning_rate': 0.002192116004581895, 'depth': 10, 'colsample_bylevel': 0.2150008155635555, 'min_data_in_leaf': 45, 'l2_leaf_reg': 2.810807613770083, 'grow_policy': 'SymmetricTree'}, Value: 0.03956218957152089
Trial 1, Params: {'learning_rate': 0.0012942629557891525, 'depth': 4, 'colsample_bylevel': 0.6083002651710144, 'min_data_in_leaf': 92, 'l2_leaf_reg': 1.2015581102887265, 'grow_policy': 'SymmetricTree'}, Value: 0.02199636537761416
Trial 2, Params: {'learning_rate': 0.0014749302792522116, 'depth': 10, 'colsample_bylevel': 0.8889102564770177, 'min_data_in_leaf': 90, 'l2_leaf_reg': 6.0233735161092286, 'grow_policy': 'Lossguide'}, Value: 0.03425435744334619
Trial 3, Params: {'learning_rate': 0.0017364257111561233, 'depth': 9, 'colsample_bylevel': 0.4025697715472274, 'min_data_in_leaf': 73, 'l2_leaf_reg': 4.688820950850078, 'grow_policy': 'SymmetricTree'}, Value: 0.037743260879681606
Trial 4, Params: {'learning_rate': 0.017089752544559373, 'depth': 4, 'colsample_bylevel': 0.2921326390407777, 'min_data_in_leaf': 43, 'l2_leaf_reg': 3.4714269849398205, 'grow_policy': 'Depthwise'}, Value: 0.1496316363822327
Trial 5, Params: {'learning_rate': 0.0029464368718103632, 'depth': 4, 'colsample_bylevel': 0.13716826052699208, 'min_data_in_leaf': 64, 'l2_leaf_reg': 6.5558899200869005, 'grow_policy': 'Depthwise'}, Value: 0.016938412063530507
Trial 6, Params: {'learning_rate': 0.0072643163664625025, 'depth': 6, 'colsample_bylevel': 0.448804873270796, 'min_data_in_leaf': 38, 'l2_leaf_reg': 3.58322548196959, 'grow_policy': 'Lossguide'}, Value: 0.12226856628607052
Trial 7, Params: {'learning_rate': 0.002063868156943876, 'depth': 10, 'colsample_bylevel': 0.24826623797499003, 'min_data_in_leaf': 99, 'l2_leaf_reg': 4.449523122166674, 'grow_policy': 'Depthwise'}, Value: 0.035118049067898484
Trial 8, Params: {'learning_rate': 0.015001225089491164, 'depth': 10, 'colsample_bylevel': 0.6332919444075099, 'min_data_in_leaf': 98, 'l2_leaf_reg': 1.242008744315241, 'grow_policy': 'Lossguide'}, Value: 0.24827540606863535
Trial 9, Params: {'learning_rate': 0.04444302686529621, 'depth': 10, 'colsample_bylevel': 0.8526806621141576, 'min_data_in_leaf': 79, 'l2_leaf_reg': 3.59314238472448, 'grow_policy': 'Depthwise'}, Value: 0.43108863928709135
Trial 0, Params: {'learning_rate': 0.0015298085314046402, 'depth': 6, 'colsample_bylevel': 0.8218015475883059, 'min_data_in_leaf': 80, 'l2_leaf_reg': 2.4554994560017556, 'grow_policy': 'Depthwise'}, Value: 0.058925282476277284
Trial 1, Params: {'learning_rate': 0.021308191229377306, 'depth': 9, 'colsample_bylevel': 0.4824226712741826, 'min_data_in_leaf': 64, 'l2_leaf_reg': 3.1641098855242906, 'grow_policy': 'SymmetricTree'}, Value: 0.3888057359732932
Trial 2, Params: {'learning_rate': 0.0060294875213195605, 'depth': 8, 'colsample_bylevel': 0.4458178106906976, 'min_data_in_leaf': 83, 'l2_leaf_reg': 2.130403352742427, 'grow_policy': 'Lossguide'}, Value: 0.1685399267394833
Trial 3, Params: {'learning_rate': 0.001295364758566363, 'depth': 3, 'colsample_bylevel': 0.7133047188293911, 'min_data_in_leaf': 60, 'l2_leaf_reg': 4.044631937418044, 'grow_policy': 'Depthwise'}, Value: 0.025999939763389723
Trial 4, Params: {'learning_rate': 0.004667435643679644, 'depth': 7, 'colsample_bylevel': 0.46997461871772583, 'min_data_in_leaf': 32, 'l2_leaf_reg': 3.7620958581257304, 'grow_policy': 'Depthwise'}, Value: 0.14340393634960347
Trial 5, Params: {'learning_rate': 0.004836978406918475, 'depth': 8, 'colsample_bylevel': 0.8153792266155725, 'min_data_in_leaf': 65, 'l2_leaf_reg': 1.6053010593969101, 'grow_policy': 'SymmetricTree'}, Value: 0.16843740972917415
Trial 6, Params: {'learning_rate': 0.01007583204077348, 'depth': 5, 'colsample_bylevel': 0.1889043117186455, 'min_data_in_leaf': 90, 'l2_leaf_reg': 9.795587392644409, 'grow_policy': 'Depthwise'}, Value: 0.13885750833283136
Trial 0, Params: {'learning_rate': 0.0805666341709703, 'depth': 10, 'colsample_bylevel': 0.4820535612397636, 'min_data_in_leaf': 76, 'l2_leaf_reg': 4.4685585525413165, 'grow_policy': 'Depthwise'}, Value: 0.5777661064115892
Trial 1, Params: {'learning_rate': 0.06480827465406397, 'depth': 9, 'colsample_bylevel': 0.7690107359576996, 'min_data_in_leaf': 63, 'l2_leaf_reg': 2.8618604154072362, 'grow_policy': 'Lossguide'}, Value: 0.49275239811007143
Trial 2, Params: {'learning_rate': 0.008939811932572414, 'depth': 10, 'colsample_bylevel': 0.2660769068130924, 'min_data_in_leaf': 45, 'l2_leaf_reg': 6.388419260706468, 'grow_policy': 'SymmetricTree'}, Value: 0.21124876988779134
Trial 3, Params: {'learning_rate': 0.03849350144250286, 'depth': 10, 'colsample_bylevel': 0.4338951372892472, 'min_data_in_leaf': 91, 'l2_leaf_reg': 1.2902760731100995, 'grow_policy': 'Depthwise'}, Value: 0.46500044290152215
Trial 4, Params: {'learning_rate': 0.0019994183338054423, 'depth': 5, 'colsample_bylevel': 0.32600511383548303, 'min_data_in_leaf': 81, 'l2_leaf_reg': 2.71740305938882, 'grow_policy': 'SymmetricTree'}, Value: 0.04878982676850756
Trial 5, Params: {'learning_rate': 0.09290772540214418, 'depth': 7, 'colsample_bylevel': 0.6023820292411819, 'min_data_in_leaf': 75, 'l2_leaf_reg': 1.1816511362679145, 'grow_policy': 'Lossguide'}, Value: 0.5470492944800391
Trial 6, Params: {'learning_rate': 0.005855045496792485, 'depth': 9, 'colsample_bylevel': 0.4009062834758198, 'min_data_in_leaf': 35, 'l2_leaf_reg': 7.419306024299514, 'grow_policy': 'SymmetricTree'}, Value: 0.16837160337215187
Trial 7, Params: {'learning_rate': 0.02963520147371659, 'depth': 9, 'colsample_bylevel': 0.4261738219860589, 'min_data_in_leaf': 48, 'l2_leaf_reg': 1.4415792882471248, 'grow_policy': 'Lossguide'}, Value: 0.3711740050979091
Trial 8, Params: {'learning_rate': 0.030453318725975162, 'depth': 6, 'colsample_bylevel': 0.5436951180693386, 'min_data_in_leaf': 51, 'l2_leaf_reg': 6.289528083042908, 'grow_policy': 'Lossguide'}, Value: 0.3879927549793763
Trial 9, Params: {'learning_rate': 0.06019114270881265, 'depth': 5, 'colsample_bylevel': 0.8933290342945381, 'min_data_in_leaf': 34, 'l2_leaf_reg': 8.74745661647694, 'grow_policy': 'SymmetricTree'}, Value: 0.46765979865167806
Trial 10, Params: {'learning_rate': 0.00115481227859382, 'depth': 3, 'colsample_bylevel': 0.12013811535038055, 'min_data_in_leaf': 100, 'l2_leaf_reg': 4.414352684324226, 'grow_policy': 'Depthwise'}, Value: 0.0068633612062759305
Trial 11, Params: {'learning_rate': 0.01262662064655474, 'depth': 7, 'colsample_bylevel': 0.7021954177150811, 'min_data_in_leaf': 74, 'l2_leaf_reg': 2.106208452029457, 'grow_policy': 'Depthwise'}, Value: 0.3040747143660977
Trial 12, Params: {'learning_rate': 0.09569322956312867, 'depth': 7, 'colsample_bylevel': 0.622810563059189, 'min_data_in_leaf': 67, 'l2_leaf_reg': 4.170486089009585, 'grow_policy': 'Lossguide'}, Value: 0.546274439030481
Trial 13, Params: {'learning_rate': 0.017348316789861457, 'depth': 8, 'colsample_bylevel': 0.5676953620030014, 'min_data_in_leaf': 83, 'l2_leaf_reg': 1.8839501634036235, 'grow_policy': 'Depthwise'}, Value: 0.35476662657946617
Trial 14, Params: {'learning_rate': 0.08228850527743382, 'depth': 3, 'colsample_bylevel': 0.8987283638867172, 'min_data_in_leaf': 63, 'l2_leaf_reg': 4.114608276729881, 'grow_policy': 'Lossguide'}, Value: 0.4017481872229004
Trial 15, Params: {'learning_rate': 0.004593960889180246, 'depth': 5, 'colsample_bylevel': 0.7653547302426558, 'min_data_in_leaf': 74, 'l2_leaf_reg': 1.0194456395287446, 'grow_policy': 'Depthwise'}, Value: 0.15120165811045236
Trial 16, Params: {'learning_rate': 0.044444665526122674, 'depth': 8, 'colsample_bylevel': 0.5272436181043175, 'min_data_in_leaf': 88, 'l2_leaf_reg': 4.724003583451537, 'grow_policy': 'Lossguide'}, Value: 0.43368166043515066
Trial 17, Params: {'learning_rate': 0.024602018446886757, 'depth': 6, 'colsample_bylevel': 0.9879841088362687, 'min_data_in_leaf': 72, 'l2_leaf_reg': 2.1961541754565963, 'grow_policy': 'Depthwise'}, Value: 0.39313143782542426
Trial 18, Params: {'learning_rate': 0.09496475139380782, 'depth': 8, 'colsample_bylevel': 0.22065510515824233, 'min_data_in_leaf': 58, 'l2_leaf_reg': 3.3736064528061247, 'grow_policy': 'Lossguide'}, Value: 0.4873409985748006
Trial 19, Params: {'learning_rate': 0.0497084860404438, 'depth': 4, 'colsample_bylevel': 0.6640832219616721, 'min_data_in_leaf': 99, 'l2_leaf_reg': 1.6506942358657588, 'grow_policy': 'Depthwise'}, Value: 0.40319076751322286
Trial 20, Params: {'learning_rate': 0.01871834128366424, 'depth': 10, 'colsample_bylevel': 0.48144820646850817, 'min_data_in_leaf': 80, 'l2_leaf_reg': 1.003989969616625, 'grow_policy': 'Lossguide'}, Value: 0.3262917259393956
Trial 21, Params: {'learning_rate': 0.09790856306137978, 'depth': 7, 'colsample_bylevel': 0.6295131691227558, 'min_data_in_leaf': 69, 'l2_leaf_reg': 3.620991635007756, 'grow_policy': 'Lossguide'}, Value: 0.549786254298706
Trial 22, Params: {'learning_rate': 0.0631962786775183, 'depth': 7, 'colsample_bylevel': 0.6067861696312337, 'min_data_in_leaf': 69, 'l2_leaf_reg': 3.1965627967224357, 'grow_policy': 'Lossguide'}, Value: 0.4864655331877124
Trial 23, Params: {'learning_rate': 0.09472367890241633, 'depth': 6, 'colsample_bylevel': 0.756694310992847, 'min_data_in_leaf': 77, 'l2_leaf_reg': 5.184454705565491, 'grow_policy': 'Lossguide'}, Value: 0.5548160070490327
Trial 24, Params: {'learning_rate': 0.03863650519426562, 'depth': 6, 'colsample_bylevel': 0.7668888583677146, 'min_data_in_leaf': 57, 'l2_leaf_reg': 5.389996685896294, 'grow_policy': 'Lossguide'}, Value: 0.42994776163130366
Trial 25, Params: {'learning_rate': 0.06228388021718201, 'depth': 4, 'colsample_bylevel': 0.8431064253217964, 'min_data_in_leaf': 92, 'l2_leaf_reg': 9.811214406653123, 'grow_policy': 'Depthwise'}, Value: 0.446295462783971
Trial 26, Params: {'learning_rate': 0.0031137927207582038, 'depth': 8, 'colsample_bylevel': 0.6778830124312522, 'min_data_in_leaf': 84, 'l2_leaf_reg': 3.7084461080330855, 'grow_policy': 'Lossguide'}, Value: 0.10866425022890187
Trial 27, Params: {'learning_rate': 0.0217916445009852, 'depth': 4, 'colsample_bylevel': 0.48706452737070405, 'min_data_in_leaf': 77, 'l2_leaf_reg': 5.058134386285448, 'grow_policy': 'Lossguide'}, Value: 0.2837963216385806
Trial 28, Params: {'learning_rate': 0.01259292435690139, 'depth': 6, 'colsample_bylevel': 0.34727577024178424, 'min_data_in_leaf': 57, 'l2_leaf_reg': 5.965019843797567, 'grow_policy': 'SymmetricTree'}, Value: 0.25820131875735214
Trial 29, Params: {'learning_rate': 0.06748219928184974, 'depth': 9, 'colsample_bylevel': 0.7201119450200523, 'min_data_in_leaf': 65, 'l2_leaf_reg': 2.4271123153581025, 'grow_policy': 'Depthwise'}, Value: 0.5624355814550939
Trial 30, Params: {'learning_rate': 0.06530315013045443, 'depth': 9, 'colsample_bylevel': 0.8176831971455193, 'min_data_in_leaf': 63, 'l2_leaf_reg': 2.8394429024644006, 'grow_policy': 'Depthwise'}, Value: 0.5546143037936927
Trial 31, Params: {'learning_rate': 0.06862014788827885, 'depth': 9, 'colsample_bylevel': 0.8252551942540562, 'min_data_in_leaf': 62, 'l2_leaf_reg': 2.800299840736012, 'grow_policy': 'Depthwise'}, Value: 0.5656238594983403
Trial 32, Params: {'learning_rate': 0.05015590199601349, 'depth': 10, 'colsample_bylevel': 0.7371044148174289, 'min_data_in_leaf': 59, 'l2_leaf_reg': 2.580264957263532, 'grow_policy': 'Depthwise'}, Value: 0.5281251699282843
Trial 33, Params: {'learning_rate': 0.0716853028535066, 'depth': 10, 'colsample_bylevel': 0.9840950559205175, 'min_data_in_leaf': 52, 'l2_leaf_reg': 7.2619349299201685, 'grow_policy': 'Depthwise'}, Value: 0.573853864947077
Trial 34, Params: {'learning_rate': 0.030955398697191064, 'depth': 10, 'colsample_bylevel': 0.9904841026506311, 'min_data_in_leaf': 43, 'l2_leaf_reg': 7.520824076117608, 'grow_policy': 'Depthwise'}, Value: 0.44877701366971684
Trial 35, Params: {'learning_rate': 0.07496899519226746, 'depth': 10, 'colsample_bylevel': 0.905076474938229, 'min_data_in_leaf': 51, 'l2_leaf_reg': 2.4394313168740522, 'grow_policy': 'Depthwise'}, Value: 0.5900493747041933
Trial 36, Params: {'learning_rate': 0.03660900369952683, 'depth': 10, 'colsample_bylevel': 0.9297532651444498, 'min_data_in_leaf': 41, 'l2_leaf_reg': 7.326924058874978, 'grow_policy': 'Depthwise'}, Value: 0.47275649621221066
Trial 37, Params: {'learning_rate': 0.07491997459645122, 'depth': 9, 'colsample_bylevel': 0.8217284181220246, 'min_data_in_leaf': 52, 'l2_leaf_reg': 3.0604694237563423, 'grow_policy': 'Depthwise'}, Value: 0.5813622300903021
Trial 38, Params: {'learning_rate': 0.04979087583407805, 'depth': 10, 'colsample_bylevel': 0.9263578039707595, 'min_data_in_leaf': 51, 'l2_leaf_reg': 2.348922565747234, 'grow_policy': 'Depthwise'}, Value: 0.530779570280002
Trial 39, Params: {'learning_rate': 0.07630074272738009, 'depth': 10, 'colsample_bylevel': 0.860056514714163, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.897718963658953, 'grow_policy': 'Depthwise'}, Value: 0.5922168297133651
Trial 40, Params: {'learning_rate': 0.007828017182770628, 'depth': 9, 'colsample_bylevel': 0.8612381574516591, 'min_data_in_leaf': 31, 'l2_leaf_reg': 1.8624069722303673, 'grow_policy': 'SymmetricTree'}, Value: 0.24386915710133103
Trial 41, Params: {'learning_rate': 0.07907854515804859, 'depth': 10, 'colsample_bylevel': 0.9534614200794704, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.5377869258884953, 'grow_policy': 'Depthwise'}, Value: 0.6088292964777896
Trial 42, Params: {'learning_rate': 0.05147541752121988, 'depth': 10, 'colsample_bylevel': 0.9375891745767275, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.3877544659063707, 'grow_policy': 'Depthwise'}, Value: 0.5427874783221527
Trial 43, Params: {'learning_rate': 0.037595050764817846, 'depth': 9, 'colsample_bylevel': 0.8043199050829876, 'min_data_in_leaf': 48, 'l2_leaf_reg': 1.5986622975691858, 'grow_policy': 'Depthwise'}, Value: 0.48653712309779074
Trial 44, Params: {'learning_rate': 0.08249960489616773, 'depth': 9, 'colsample_bylevel': 0.8848672965465769, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.9293722656060077, 'grow_policy': 'Depthwise'}, Value: 0.5969485105179074
Trial 45, Params: {'learning_rate': 0.07893709227062419, 'depth': 9, 'colsample_bylevel': 0.8810433189486624, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.9351595744282044, 'grow_policy': 'Depthwise'}, Value: 0.594187663105531
Trial 46, Params: {'learning_rate': 0.08527052495795176, 'depth': 10, 'colsample_bylevel': 0.8827686537592809, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.8945558978960515, 'grow_policy': 'Depthwise'}, Value: 0.6063296081207905
Trial 47, Params: {'learning_rate': 0.08160616934044036, 'depth': 9, 'colsample_bylevel': 0.9499039585592802, 'min_data_in_leaf': 30, 'l2_leaf_reg': 1.1973113779542608, 'grow_policy': 'Depthwise'}, Value: 0.6013113394367391
Trial 48, Params: {'learning_rate': 0.0010161231724841694, 'depth': 8, 'colsample_bylevel': 0.9408541251410351, 'min_data_in_leaf': 31, 'l2_leaf_reg': 1.2320981576296546, 'grow_policy': 'Depthwise'}, Value: 0.0411942402022345
Trial 49, Params: {'learning_rate': 0.04505522786373732, 'depth': 9, 'colsample_bylevel': 0.8801628410431775, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.1095665543927258, 'grow_policy': 'SymmetricTree'}, Value: 0.4979848586876637
Trial 50, Params: {'learning_rate': 0.0015324118497021162, 'depth': 8, 'colsample_bylevel': 0.961445997938044, 'min_data_in_leaf': 35, 'l2_leaf_reg': 1.588239705503937, 'grow_policy': 'Depthwise'}, Value: 0.06109054828365364
Trial 51, Params: {'learning_rate': 0.08465159138482925, 'depth': 9, 'colsample_bylevel': 0.8748795961637955, 'min_data_in_leaf': 36, 'l2_leaf_reg': 1.9365604820926468, 'grow_policy': 'Depthwise'}, Value: 0.5995994750819101
Trial 52, Params: {'learning_rate': 0.05615127885677525, 'depth': 9, 'colsample_bylevel': 0.8892053472353659, 'min_data_in_leaf': 30, 'l2_leaf_reg': 2.0213185524749857, 'grow_policy': 'Depthwise'}, Value: 0.5425462054096981
Trial 53, Params: {'learning_rate': 0.08354283617350126, 'depth': 9, 'colsample_bylevel': 0.9595201511191992, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.3500699195878472, 'grow_policy': 'Depthwise'}, Value: 0.6074965446615732
Trial 54, Params: {'learning_rate': 0.08697795182151696, 'depth': 9, 'colsample_bylevel': 0.9612441810222987, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.3735100227459118, 'grow_policy': 'Depthwise'}, Value: 0.6135235535556618
Trial 55, Params: {'learning_rate': 0.09628278473381709, 'depth': 8, 'colsample_bylevel': 0.9987053812958029, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.3980409661952218, 'grow_policy': 'Depthwise'}, Value: 0.6157339888719908
Trial 56, Params: {'learning_rate': 0.05774277270094479, 'depth': 8, 'colsample_bylevel': 0.960980268119784, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.3505470218714588, 'grow_policy': 'Depthwise'}, Value: 0.5417521688929767
Trial 57, Params: {'learning_rate': 0.0975963880356727, 'depth': 10, 'colsample_bylevel': 0.9683211575744304, 'min_data_in_leaf': 46, 'l2_leaf_reg': 1.1267704470487647, 'grow_policy': 'Depthwise'}, Value: 0.6311209761792241
Trial 58, Params: {'learning_rate': 0.09455611572967254, 'depth': 10, 'colsample_bylevel': 0.9903042422368206, 'min_data_in_leaf': 46, 'l2_leaf_reg': 1.5079392939764553, 'grow_policy': 'Depthwise'}, Value: 0.6278186714940117
Trial 59, Params: {'learning_rate': 0.04248803123270944, 'depth': 10, 'colsample_bylevel': 0.9917314606482365, 'min_data_in_leaf': 46, 'l2_leaf_reg': 1.450642003534538, 'grow_policy': 'SymmetricTree'}, Value: 0.4892558079455626
Trial 60, Params: {'learning_rate': 0.09574188642923323, 'depth': 10, 'colsample_bylevel': 0.998511959561055, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.065855947915193, 'grow_policy': 'Depthwise'}, Value: 0.6315646044244547
Trial 61, Params: {'learning_rate': 0.09879203194928814, 'depth': 10, 'colsample_bylevel': 0.996290152522777, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.1431268023652783, 'grow_policy': 'Depthwise'}, Value: 0.6344492032407374
Trial 62, Params: {'learning_rate': 0.09988957762540487, 'depth': 10, 'colsample_bylevel': 0.9990113039236992, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.051160785962552, 'grow_policy': 'Depthwise'}, Value: 0.635842365594824
Trial 63, Params: {'learning_rate': 0.09129042970690335, 'depth': 10, 'colsample_bylevel': 0.9914326216774897, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.0938298190728324, 'grow_policy': 'Depthwise'}, Value: 0.6286084229388855
Trial 64, Params: {'learning_rate': 0.09399677418715818, 'depth': 10, 'colsample_bylevel': 0.9937493901636597, 'min_data_in_leaf': 48, 'l2_leaf_reg': 1.1126127128861756, 'grow_policy': 'Depthwise'}, Value: 0.6266163905872622
Trial 65, Params: {'learning_rate': 0.09695276863241348, 'depth': 10, 'colsample_bylevel': 0.9253637755451743, 'min_data_in_leaf': 48, 'l2_leaf_reg': 1.0933682079699014, 'grow_policy': 'Depthwise'}, Value: 0.6324013115643079
Trial 66, Params: {'learning_rate': 0.05913095567552105, 'depth': 10, 'colsample_bylevel': 0.9121210320845613, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.0423257609307417, 'grow_policy': 'Depthwise'}, Value: 0.5689460880714513
Trial 67, Params: {'learning_rate': 0.09969255715913318, 'depth': 10, 'colsample_bylevel': 0.9071678686324665, 'min_data_in_leaf': 54, 'l2_leaf_reg': 1.0952023943029836, 'grow_policy': 'Depthwise'}, Value: 0.6367879813030775
Trial 68, Params: {'learning_rate': 0.061346923744871405, 'depth': 10, 'colsample_bylevel': 0.9191695487210525, 'min_data_in_leaf': 54, 'l2_leaf_reg': 1.1277084928628929, 'grow_policy': 'Depthwise'}, Value: 0.5695793986726027
